1 2 
0.67 1 0 
0.72 1 0 
0.77 1 0 
0.82 1 0 
0.87 1 0 
0.93 1 0 
0.98 1 0 
1.03 1 0 
1.09 1 0 
1.15 1 0 
1.20 1 0 
1.26 1 0 
1.32 1 0 
1.38 1 0 
1.44 1 0 
1.50 1 0 
1.56 1 0 
1.62 1 0 
1.69 1 0 
1.75 1 0 
1.81 1 0 
1.87 1 0 
1.94 1 0 
