1 2 
11.082 0 1 
7.8905 0 1 
4.9551 1 0 
9.7817 0 1 
9.7573 0 1 
4.4777 1 0 
7.7438 1 0 
11.899 0 1 
4.655 1 0 
5.5013 1 0 
12.553 0 1 
6.2257 0 1 
3.6452 1 0 
9.572 1 0 
10.501 0 1 
2.7911 1 0 
4.6535 1 0 
13.745 0 1 
5.1702 0 1 
1.3096 1 0 
3.9281 1 0 
15.022 0 1 
3.8192 0 1 
-1.4766 0 1 
-6.0087 0 1 
-14.791 1 0 
-2.1421 1 0 
0.52355 1 0 
2.6892 1 0 
13.786 0 1 
5.3336 0 1 
-2.7289 0 1 
-8.6313 0 1 
-11.593 1 0 
-2.8882 0 1 
-3.9005 0 1 
-12.817 1 0 
-6.5846 1 0 
-1.0697 0 1 
-2.4117 0 1 
-11.641 1 0 
-8.0366 1 0 
1.3892 1 0 
5.572 1 0 
14.362 0 1 
3.5551 0 1 
1.0603 1 0 
3.7903 1 0 
15.411 0 1 
3.3585 0 1 
-2.255 0 1 
-8.1762 0 1 
-12.401 1 0 
-1.9171 1 0 
-1.4019 0 1 
-6.2925 0 1 
-15.159 1 0 
-0.48354 1 0 
3.2205 1 0 
11.467 0 1 
8.3146 0 1 
1.1145 1 0 
1.7657 1 0 
8.8427 1 0 
11.816 0 1 
-0.90621 0 1 
-4.7948 0 1 
-13.823 1 0 
-4.9552 1 0 
-1.4596 0 1 
-4.5804 0 1 
-15.392 1 0 
-2.9866 1 0 
1.3246 1 0 
5.6542 1 0 
15.242 0 1 
1.9283 0 1 
-1.3267 0 1 
-5.8985 0 1 
-15.284 1 0 
-1.3346 1 0 
2.0561 1 0 
8.4741 1 0 
12.227 0 1 
0.78944 0 1 
-0.98318 0 1 
-4.9701 0 1 
-16.386 1 0 
-0.9732 1 0 
3.6399 1 0 
11.491 0 1 
8.1949 0 1 
2.0213 1 0 
4.4768 1 0 
14.476 0 1 
4.3038 0 1 
0.090288 0 1 
-0.42236 0 1 
-2.6354 0 1 
-15.487 1 0 
-3.1559 1 0 
4.7497 1 0 
10.852 0 1 
8.4009 0 1 
4.4503 1 0 
8.9234 1 0 
10.867 0 1 
4.1663 1 0 
6.3464 1 0 
12.865 0 1 
5.0585 0 1 
3.977 1 0 
11.014 0 1 
8.7371 0 1 
2.5458 1 0 
5.4472 1 0 
14.274 0 1 
3.8629 0 1 
1.2227 1 0 
4.2815 1 0 
15.633 0 1 
2.8503 0 1 
-1.9936 0 1 
-7.6822 0 1 
-13.092 1 0 
-1.6075 1 0 
-0.25993 0 1 
-1.0103 0 1 
-6.7069 0 1 
-15.09 1 0 
2.0582 1 0 
7.0846 1 0 
12.081 0 1 
5.2397 1 0 
5.3536 1 0 
12.069 0 1 
6.9292 0 1 
3.8672 1 0 
9.3827 1 0 
10.632 0 1 
3.2096 1 0 
5.2975 1 0 
13.654 0 1 
4.8903 0 1 
2.1536 1 0 
6.9557 1 0 
13.907 0 1 
1.8376 0 1 
-9.7756e-005 0 1 
-0.3019 0 1 
-2.0568 0 1 
-13.983 1 0 
-4.6295 1 0 
4.9704 1 0 
10.391 0 1 
8.6982 0 1 
5.1266 1 0 
9.1934 1 0 
10.278 0 1 
4.8742 1 0 
7.5291 1 0 
11.827 0 1 
5.1704 1 0 
5.75 1 0 
12.212 0 1 
6.5001 0 1 
4.2196 1 0 
10.2 0 1 
9.5997 0 1 
3.3401 1 0 
6.3953 1 0 
13.422 0 1 
4.0879 0 1 
2.9546 1 0 
9.8181 1 0 
10.402 0 1 
1.4507 1 0 
1.6413 1 0 
7.8249 1 0 
13.25 0 1 
-0.33776 0 1 
-3.9175 0 1 
-13.018 1 0 
-6.3132 1 0 
-1.0558 0 1 
-2.4854 0 1 
-11.947 1 0 
-7.6519 1 0 
1.4568 1 0 
5.7341 1 0 
14.338 0 1 
3.3959 0 1 
1.0824 1 0 
3.9629 1 0 
15.611 0 1 
3.0387 0 1 
-2.3105 0 1 
-8.3968 0 1 
-12.15 1 0 
-1.8129 1 0 
-1.3741 0 1 
-6.2563 0 1 
-15.223 1 0 
-0.42536 1 0 
3.3546 1 0 
11.679 0 1 
8.0382 0 1 
1.2243 1 0 
2.235 1 0 
10.661 0 1 
9.3205 0 1 
-1.0242 0 1 
-4.7424 0 1 
-14.304 1 0 
-4.3588 1 0 
-0.69489 0 1 
-1.9608 0 1 
-10.66 1 0 
-9.2214 1 0 
1.978 1 0 
6.8486 1 0 
13.214 0 1 
3.6533 0 1 
3.0542 1 0 
10.43 0 1 
9.6345 0 1 
1.2445 1 0 
1.5015 1 0 
7.4262 1 0 
13.831 0 1 
-0.44132 0 1 
-4.3016 0 1 
-13.185 1 0 
-5.9878 1 0 
-1.5506 0 1 
-4.3313 0 1 
-15.04 1 0 
-3.6281 1 0 
0.95103 1 0 
4.3028 1 0 
15.456 0 1 
3.0756 0 1 
-1.6608 0 1 
-6.6932 0 1 
-14.243 1 0 
-1.7189 1 0 
0.50029 1 0 
2.6018 1 0 
13.749 0 1 
5.344 0 1 
-2.948 0 1 
-8.9662 0 1 
-11.145 1 0 
-3.0619 0 1 
-4.5955 0 1 
-13.436 1 0 
-5.5933 1 0 
-1.5928 0 1 
-4.6907 0 1 
-15.231 1 0 
-3.1314 1 0 
0.95451 1 0 
4.345 1 0 
15.611 0 1 
2.8366 0 1 
-1.8942 0 1 
-7.4195 0 1 
-13.423 1 0 
-1.5854 1 0 
0.035289 1 0 
0.42762 1 0 
2.9327 1 0 
16.82 0 1 
1.603 0 1 
-5.5549 0 1 
-11.192 1 0 
-7.6133 1 0 
-5.1225 0 1 
-10.114 1 0 
-9.3222 1 0 
-4.5652 0 1 
-8.227 0 1 
-11.459 1 0 
-4.5608 0 1 
-6.0092 0 1 
-12.654 1 0 
-5.7035 1 0 
-4.0424 0 1 
-10.594 1 0 
-9.2083 1 0 
-2.8829 0 1 
-5.8446 0 1 
-13.941 1 0 
-3.9451 1 0 
-1.9486 0 1 
-6.9279 0 1 
-14.083 1 0 
-1.4092 1 0 
0.87573 1 0 
4.284 1 0 
16.225 0 1 
2.0118 0 1 
-3.0646 0 1 
-10.216 1 0 
-9.8277 1 0 
-1.9485 0 1 
-3.2606 0 1 
-12.711 1 0 
-6.7861 1 0 
0.14325 1 0 
1.8022 1 0 
9.4005 1 0 
11.013 0 1 
-1.2478 0 1 
-5.4227 0 1 
-13.914 1 0 
-4.3703 1 0 
-1.8814 0 1 
-6.4104 0 1 
-14.565 1 0 
-1.7304 1 0 
0.79368 1 0 
3.8727 1 0 
15.902 0 1 
2.6877 0 1 
-2.8778 0 1 
-9.6272 0 1 
-10.552 1 0 
-2.0784 0 1 
-3.0921 0 1 
-12.136 1 0 
-7.5026 1 0 
0.0056682 1 0 
1.5135 1 0 
8.0343 1 0 
12.988 0 1 
-0.96076 0 1 
-5.11 0 1 
-13.598 1 0 
-5.0458 1 0 
-2.1193 0 1 
-6.7442 0 1 
-14.11 1 0 
-1.9441 1 0 
0.025352 1 0 
0.43903 1 0 
2.9587 1 0 
16.768 0 1 
1.6744 0 1 
-5.4524 0 1 
-11.221 1 0 
-7.6436 1 0 
-4.9893 0 1 
-10.007 1 0 
-9.5004 1 0 
-4.4397 0 1 
-7.9478 0 1 
-11.759 1 0 
-4.5282 0 1 
-5.6178 0 1 
-12.669 1 0 
-5.9936 1 0 
-3.6597 0 1 
-9.7764 0 1 
-10.265 1 0 
-2.7106 0 1 
-4.6808 0 1 
-13.845 1 0 
-5.0258 1 0 
-1.2186 0 1 
-3.6701 0 1 
-14.805 1 0 
-4.1565 1 0 
1.6205 1 0 
6.3817 1 0 
14.391 0 1 
2.1851 0 1 
0.0096167 0 1 
-0.32027 0 1 
-2.1482 0 1 
-14.27 1 0 
-4.3442 1 0 
4.9377 1 0 
10.473 0 1 
8.6471 0 1 
5.0165 1 0 
9.1736 1 0 
10.352 0 1 
4.7534 1 0 
7.374 1 0 
12 0 1 
5.1106 1 0 
5.4854 1 0 
12.208 0 1 
6.6785 0 1 
3.9223 1 0 
9.6602 1 0 
10.308 0 1 
3.1615 1 0 
5.4952 1 0 
13.726 0 1 
4.6282 0 1 
2.2035 1 0 
7.2912 1 0 
13.564 0 1 
1.6715 0 1 
0.011443 0 1 
-0.21687 0 1 
-1.4945 0 1 
-11.149 1 0 
-8.0197 1 0 
4.5471 1 0 
9.6365 0 1 
9.4976 0 1 
5.3484 1 0 
8.5524 1 0 
10.76 0 1 
5.314 1 0 
7.186 1 0 
11.767 0 1 
5.7625 1 0 
5.7855 1 0 
11.784 0 1 
7.0233 0 1 
4.5798 1 0 
10.179 0 1 
9.4879 0 1 
3.8465 1 0 
7.2691 1 0 
12.603 0 1 
4.1594 1 0 
4.2688 1 0 
12.134 0 1 
7.318 0 1 
2.2782 1 0 
5.7301 1 0 
14.505 0 1 
3.1578 0 1 
0.69405 1 0 
2.435 1 0 
12.805 0 1 
6.4932 0 1 
-2.4787 0 1 
-8.0042 0 1 
-12.26 1 0 
-3.07 0 1 
-3.545 0 1 
-12.031 1 0 
-7.6051 1 0 
-1.0631 0 1 
-1.9307 0 1 
-9.6736 0 1 
-10.641 1 0 
1.1185 1 0 
5.102 1 0 
14.053 0 1 
4.4447 0 1 
1.4294 1 0 
4.7525 1 0 
15.537 0 1 
2.6321 0 1 
-1.5271 0 1 
-6.3865 0 1 
-14.65 1 0 
-1.5656 1 0 
1.1174 1 0 
5.2244 1 0 
15.917 0 1 
1.4099 0 1 
-2.6861 0 1 
-9.9024 0 1 
-10.305 1 0 
-1.2584 1 0 
-1.1896 0 1 
-5.8912 0 1 
-15.772 1 0 
-0.14855 1 0 
4.1116 1 0 
12.438 0 1 
6.9489 0 1 
2.0162 1 0 
5.2284 1 0 
14.818 0 1 
3.255 0 1 
0.072114 0 1 
-0.26251 0 1 
-1.7027 0 1 
-11.954 1 0 
-7.069 1 0 
4.3818 1 0 
9.7799 0 1 
9.5164 0 1 
4.96 1 0 
8.34 1 0 
11.154 0 1 
4.9607 1 0 
6.5893 1 0 
12.255 0 1 
5.7154 0 1 
4.9136 1 0 
11.477 0 1 
7.8629 0 1 
3.6714 1 0 
8.3458 1 0 
11.786 0 1 
3.4131 1 0 
4.511 1 0 
13.038 0 1 
6.1295 0 1 
1.8853 1 0 
5.3308 1 0 
14.98 0 1 
2.8833 0 1 
-0.29614 0 1 
-1.7561 0 1 
-10.157 1 0 
-9.8567 1 0 
2.2627 1 0 
7.3309 1 0 
12.631 0 1 
3.8798 1 0 
4.0302 1 0 
12.072 0 1 
7.4607 0 1 
1.9274 1 0 
4.661 1 0 
14.73 0 1 
3.8547 0 1 
-0.097617 0 1 
-1.0772 0 1 
-6.5085 0 1 
-15.299 1 0 
1.2875 1 0 
6.0913 1 0 
12.793 0 1 
5.3146 0 1 
4.0027 1 0 
10.846 0 1 
8.9274 0 1 
2.6839 1 0 
5.6265 1 0 
14.141 0 1 
3.8774 0 1 
1.5242 1 0 
5.4369 1 0 
15.452 0 1 
1.9207 0 1 
-1.6215 0 1 
-6.9006 0 1 
-14.197 1 0 
-1.1278 1 0 
1.4616 1 0 
6.6994 1 0 
14.598 0 1 
0.62866 0 1 
-2.624 0 1 
-10.361 1 0 
-9.7507 1 0 
-0.61534 1 0 
0.33549 1 0 
1.9098 1 0 
12.014 0 1 
7.2151 0 1 
-3.5609 0 1 
-9.2927 0 1 
-10.419 1 0 
-4.1225 0 1 
-6.7485 0 1 
-12.738 1 0 
-4.7593 1 0 
-4.2574 0 1 
-11.624 1 0 
-7.9329 1 0 
-2.6179 0 1 
-6.1793 0 1 
-14.057 1 0 
-3.2814 1 0 
-1.5238 0 1 
-5.8101 0 1 
-15.326 1 0 
-1.4576 1 0 
1.9437 1 0 
8.0892 1 0 
12.732 0 1 
0.83519 0 1 
-1.1411 0 1 
-5.6176 0 1 
-15.879 1 0 
-0.68158 1 0 
3.4499 1 0 
11.544 0 1 
8.1808 0 1 
1.5676 1 0 
3.1973 1 0 
13.128 0 1 
6.2656 0 1 
-0.70225 0 1 
-3.5466 0 1 
-14.167 1 0 
-4.9686 1 0 
1.0253 1 0 
4.5204 1 0 
15.168 0 1 
3.3342 0 1 
-0.95697 0 1 
-4.3399 0 1 
-15.55 1 0 
-2.9239 1 0 
1.7905 1 0 
7.1063 1 0 
13.791 0 1 
1.6244 0 1 
-0.26052 0 1 
-1.5043 0 1 
-9.4177 0 1 
-10.847 1 0 
2.6262 1 0 
7.8173 1 0 
11.941 0 1 
4.2973 1 0 
5.2352 1 0 
12.748 0 1 
6.1397 0 1 
3.1503 1 0 
8.6839 1 0 
11.66 0 1 
2.4758 1 0 
3.098 1 0 
11.681 0 1 
8.0722 0 1 
0.39812 0 1 
-0.38358 0 1 
-2.2216 0 1 
-13.54 1 0 
-5.3784 1 0 
3.955 1 0 
9.9692 0 1 
9.6398 0 1 
4.0755 1 0 
7.426 1 0 
12.36 0 1 
4.3463 1 0 
4.7164 1 0 
12.412 0 1 
6.8198 0 1 
2.7501 1 0 
7.2761 1 0 
13.243 0 1 
2.6743 0 1 
1.9475 1 0 
7.8876 1 0 
13.049 0 1 
0.56576 0 1 
-1.8997 0 1 
-8.5764 0 1 
-12.161 1 0 
-0.068009 1 0 
2.662 1 0 
11.101 0 1 
8.8023 0 1 
-0.0076646 0 1 
-1.848 0 1 
-9.1961 0 1 
-11.317 1 0 
0.83551 1 0 
4.5558 1 0 
13.869 0 1 
5.0281 0 1 
1.0939 1 0 
3.2083 1 0 
14.106 0 1 
5.0481 0 1 
-1.7387 0 1 
-6.5867 0 1 
-14.051 1 0 
-2.4644 1 0 
-0.7572 0 1 
-3.0217 0 1 
-14.673 1 0 
-4.3133 1 0 
2.8517 1 0 
9.0651 1 0 
11.132 0 1 
2.6607 1 0 
3.8878 1 0 
13.037 0 1 
6.3173 0 1 
0.83771 1 0 
1.7246 1 0 
9.1473 1 0 
11.365 0 1 
-1.3714 0 1 
-5.7106 0 1 
-13.738 1 0 
-4.3464 1 0 
-2.3186 0 1 
-7.8476 0 1 
-12.923 1 0 
-1.4896 1 0 
-0.14676 0 1 
-0.48406 0 1 
-3.3291 0 1 
-17.509 1 0 
-0.72061 1 0 
5.8099 1 0 
11.419 0 1 
7.2143 0 1 
5.1974 1 0 
10.478 0 1 
8.8853 0 1 
4.5208 1 0 
8.5772 1 0 
11.166 0 1 
4.3789 1 0 
6.2169 1 0 
12.751 0 1 
5.3688 0 1 
4.0733 1 0 
